timestamp,name,class,level,fcr,teleportTime,killTime,dollQuit,soulQuit
2023-08-23T22:17:49.078Z,sighberthree,Sorceress,95,114,8625,,,
2023-08-23T22:23:34.874Z,sighberthree,Sorceress,95,114,12703,,,
2023-08-23T22:33:31.029Z,sighberthree,Sorceress,95,114,8469,,,
2023-08-23T22:40:38.748Z,sighberthree,Sorceress,95,114,8172,,,
2023-08-23T22:50:24.177Z,sighberthree,Sorceress,95,114,10375,,,
2023-08-23T23:01:13.615Z,sighberthree,Sorceress,95,114,8343,,,
2023-08-23T23:10:16.337Z,sighberthree,Sorceress,95,114,9141,,,
2023-08-23T23:15:39.376Z,sighberthree,Sorceress,95,114,8718,,,
2023-08-23T23:20:22.328Z,sighberthree,Sorceress,95,114,9907,,,
2023-08-23T23:26:00.414Z,sighberthree,Sorceress,95,114,11688,,,
2023-08-23T23:32:05.642Z,sighberthree,Sorceress,95,114,10344,,,
2023-08-23T23:39:59.473Z,sighberthree,Sorceress,95,114,7188,,,
2023-08-23T23:45:56.691Z,sighberthree,Sorceress,95,114,11328,,,
2023-08-23T23:51:23.358Z,sighberthree,Sorceress,95,114,7437,,,
2023-08-23T23:58:06.282Z,sighberthree,Sorceress,95,114,7719,,,
2023-08-24T00:02:30.208Z,sighberthree,Sorceress,95,114,8797,,,
2023-08-24T00:06:06.552Z,sighberthree,Sorceress,95,114,15437,,,
2023-08-24T00:13:59.778Z,sighberthree,Sorceress,95,114,8891,,,
2023-08-24T00:26:44.614Z,sighberthree,Sorceress,95,114,11031,,,
2023-08-24T00:32:35.127Z,sighberthree,Sorceress,95,114,8563,,,
2023-08-24T00:39:27.811Z,sighberthree,Sorceress,95,114,8765,,,
2023-08-24T00:48:56.579Z,sighberthree,Sorceress,95,114,7938,,,
2023-08-24T00:53:51.867Z,sighberthree,Sorceress,95,114,8782,,,
2023-08-24T00:59:40.236Z,sighberthree,Sorceress,95,114,11578,,,
2023-08-24T01:09:58.712Z,sighberthree,Sorceress,95,114,8453,,,
2023-08-24T01:16:35.200Z,sighberthree,Sorceress,95,114,10469,,,
2023-08-24T01:25:12.994Z,sighberthree,Sorceress,95,114,10015,,,
