timestamp,name,class,level,fcr,teleportTime,killTime,dollQuit,soulQuit
2023-08-29T12:59:23.813Z,sighberthree,Sorceress,95,139,7984,,,
2023-08-29T13:05:51.538Z,sighberthree,Sorceress,95,139,14953,,,
2023-08-29T13:10:11.127Z,sighberthree,Sorceress,95,139,12782,,,
2023-08-29T13:15:52.622Z,sighberthree,Sorceress,95,139,11203,,,1
2023-08-29T13:19:29.137Z,sighberthree,Sorceress,95,139,10047,,,1
2023-08-29T13:28:30.562Z,sighberthree,Sorceress,95,139,10578,,,1
2023-08-29T13:32:09.943Z,sighberthree,Sorceress,95,139,9828,,,
2023-08-29T13:38:17.916Z,sighberthree,Sorceress,95,139,8500,,,
2023-08-29T13:51:31.631Z,sighberthree,Sorceress,95,139,7875,,,
2023-08-29T13:56:54.699Z,sighberthree,Sorceress,95,139,9156,,,
2023-08-29T14:07:46.171Z,sighberthree,Sorceress,95,139,11000,,,
2023-08-29T14:11:23.352Z,sighberthree,Sorceress,95,139,9828,,,1
2023-08-29T14:14:59.447Z,sighberthree,Sorceress,95,139,10032,,,1
2023-08-29T14:18:33.679Z,sighberthree,Sorceress,95,139,10297,,,1
2023-08-29T14:25:50.988Z,sighberthree,Sorceress,95,139,9250,,,1
2023-08-29T14:29:27.390Z,sighberthree,Sorceress,95,139,7203,,,
2023-08-29T14:35:13.770Z,sighberthree,Sorceress,95,139,7953,,,
2023-08-29T14:45:27.307Z,sighberthree,Sorceress,95,139,14468,,,1
2023-08-29T14:49:47.963Z,sighberthree,Sorceress,95,139,12500,,,1
2023-08-29T15:53:26.440Z,sighberthree,Sorceress,95,139,8078,,,1
2023-08-29T15:57:01.603Z,sighberthree,Sorceress,95,139,12672,,,1
2023-08-29T16:00:41.035Z,sighberthree,Sorceress,95,139,7515,,,1
2023-08-29T16:06:59.712Z,sighberthree,Sorceress,95,139,9391,,,
2023-08-29T16:17:08.119Z,sighberthree,Sorceress,95,139,9782,,,
2023-08-29T22:20:49.316Z,sighberthree,Sorceress,95,139,8485,,,
2023-08-29T22:25:47.365Z,sighberthree,Sorceress,95,139,9406,,,1
2023-08-29T22:29:40.696Z,sighberthree,Sorceress,95,139,8485,,,1
2023-08-29T22:33:20.871Z,sighberthree,Sorceress,95,139,9578,,1,
2023-08-29T22:37:21.246Z,sighberthree,Sorceress,95,139,7281,,1,
2023-08-29T22:40:57.268Z,sighberthree,Sorceress,95,139,10437,,,
2023-08-29T22:45:14.577Z,sighberthree,Sorceress,95,139,10453,,,
2023-08-29T22:48:53.112Z,sighberthree,Sorceress,95,139,9219,,1,
2023-08-29T22:52:32.873Z,sighberthree,Sorceress,95,139,10140,,,1
2023-08-29T22:56:35.591Z,sighberthree,Sorceress,95,139,10344,,,
2023-08-30T00:57:57.538Z,sighberthree,Sorceress,95,139,9422,,,1
2023-08-30T01:01:42.135Z,sighberthree,Sorceress,95,139,8547,,,1
2023-08-30T01:06:08.369Z,sighberthree,Sorceress,95,139,7844,,,
2023-08-30T01:09:45.589Z,sighberthree,Sorceress,95,139,8359,,,
2023-08-30T01:14:17.255Z,sighberthree,Sorceress,95,139,11172,,,
2023-08-30T01:20:00.733Z,sighberthree,Sorceress,95,139,8875,,,
2023-08-30T01:25:27.302Z,sighberthree,Sorceress,95,139,7578,,,
2023-08-30T01:32:12.029Z,sighberthree,Sorceress,95,139,8547,,,
2023-08-30T01:37:39.940Z,sighberthree,Sorceress,95,139,9938,,1,
2023-08-30T01:41:23.384Z,sighberthree,Sorceress,95,139,11938,,,
2023-08-30T01:45:03.814Z,sighberthree,Sorceress,95,139,7516,,1,
2023-08-30T01:48:41.866Z,sighberthree,Sorceress,95,139,10562,,,
2023-08-30T01:59:55.010Z,sighberthree,Sorceress,95,139,11187,,,
2023-08-30T02:11:19.079Z,sighberthree,Sorceress,95,139,9062,,,1
2023-08-30T02:15:01.980Z,sighberthree,Sorceress,95,139,10515,,,
2023-08-30T02:19:42.372Z,sighberthree,Sorceress,95,139,9687,,,
2023-08-30T13:06:52.118Z,sighberthree,Sorceress,95,139,9500,,1,
2023-08-30T13:10:33.269Z,sighberthree,Sorceress,95,139,9765,,,1
2023-08-30T13:14:04.079Z,sighberthree,Sorceress,95,139,12266,,,
2023-08-30T13:17:42.265Z,sighberthree,Sorceress,95,139,10890,,,
2023-08-30T13:22:44.651Z,sighberthree,Sorceress,95,139,8313,,,
2023-08-30T13:31:06.227Z,sighberthree,Sorceress,95,139,7172,,,1
2023-08-30T13:34:37.289Z,sighberthree,Sorceress,95,139,10172,,,
2023-08-30T13:43:45.854Z,sighberthree,Sorceress,95,139,10438,,,
2023-08-30T13:50:26.847Z,sighberthree,Sorceress,95,139,11375,,,
2023-08-30T13:57:20.846Z,sighberthree,Sorceress,95,139,12921,,,1
2023-08-30T14:00:59.255Z,sighberthree,Sorceress,95,139,7875,,,
2023-08-30T14:09:23.052Z,sighberthree,Sorceress,95,139,6281,,,1
2023-08-30T14:13:00.673Z,sighberthree,Sorceress,95,139,11985,,,
2023-08-30T14:18:56.140Z,sighberthree,Sorceress,95,139,9891,,,
